senaryo,accuracy,precision,recall,f1
xgboost_dengesiz,0.8869199138437439,0.6104815864022662,0.07266902714550666,0.12987795690824167
xgboost_randomoversampling,0.7037008028196593,0.2322021072239362,0.6725678637666498,0.34521852012115967
